,All people,England,Northern Ireland,Scotland,Wales,Republic of Ireland,Other EU: Member countries in March 2001 (1),Other EU: Accession countries April 2001 to March 2011,Other countries
S00129443,151,12,3,124,2,2,1,6,1
S00129444,87,10,0,71,0,0,1,0,5
S00129445,92,4,1,82,1,0,0,0,4
S00129446,109,15,0,89,0,2,1,0,2
S00129447,91,11,1,75,0,1,1,0,2
S00129448,154,10,2,136,1,0,2,0,3
S00129449,79,22,2,54,0,0,0,0,1
S00129450,148,6,0,138,0,1,0,0,3
S00129451,92,11,2,77,0,0,1,0,1
S00129452,125,14,1,104,3,0,0,0,3
S00129453,124,14,0,102,1,0,1,1,5
S00129454,144,14,3,121,0,0,1,0,5
S00129455,104,13,0,86,0,0,0,0,5
S00129456,102,10,4,79,0,0,2,1,6
S00129457,111,21,1,81,0,1,0,0,7
S00129458,93,18,1,72,0,0,1,0,1
S00129459,60,7,2,50,0,0,0,0,1
S00129460,149,19,2,120,0,0,5,0,3
S00129461,136,34,3,87,0,1,1,0,10
S00129462,78,8,2,64,0,1,1,0,2
S00129463,160,34,2,115,2,0,1,0,6
S00129464,93,6,1,83,0,0,0,0,3
S00129465,154,24,2,126,0,1,1,0,0
S00129466,106,15,2,83,1,2,1,0,2
S00129467,121,15,0,101,1,2,2,0,0
S00129468,104,10,2,90,0,1,1,0,0
S00129469,92,7,0,81,2,0,0,0,2
S00129470,105,16,2,86,0,0,1,0,0
S00129471,114,8,2,97,1,0,2,1,3
S00129472,74,8,2,61,0,0,1,2,0
S00129473,85,5,1,73,0,0,0,4,2
S00129474,93,7,2,83,0,1,0,0,0
S00129475,112,3,1,101,0,1,1,2,3
S00129476,85,1,1,79,0,0,3,1,0
S00129477,71,4,0,64,0,0,0,0,3
S00129478,95,8,1,78,0,0,1,3,4
S00129479,85,3,0,79,0,1,1,0,1
S00129480,123,9,1,106,0,0,3,0,4
S00129481,63,8,0,49,0,0,2,3,1
S00129482,97,3,1,91,0,0,1,1,0
S00129483,129,17,0,108,0,0,0,0,4
S00129484,74,2,2,68,0,0,0,2,0
S00129485,125,8,0,109,0,0,1,2,5
S00129486,79,3,1,73,0,0,1,0,1
S00129487,116,6,0,105,0,0,2,0,3
S00129488,79,4,0,70,0,0,0,0,5
S00129489,88,2,1,77,2,0,2,0,4
S00129490,82,5,0,73,0,0,0,4,0
S00129491,75,11,0,60,0,0,2,2,0
S00129492,118,4,0,112,0,0,2,0,0
S00129493,147,7,6,130,0,0,1,1,2
S00129494,119,8,0,106,1,0,2,0,2
S00129495,144,11,1,123,0,0,3,0,6
S00129496,84,4,0,78,1,0,0,0,1
S00129497,114,12,0,96,1,0,0,4,1
S00129498,110,4,0,105,0,1,0,0,0
S00129499,93,3,1,87,0,1,0,0,1
S00129500,129,6,0,122,0,1,0,0,0
S00129501,70,2,0,68,0,0,0,0,0
S00129502,118,4,0,112,0,0,1,0,1
S00129503,84,9,0,72,1,0,0,0,2
S00129504,72,4,1,65,0,1,1,0,0
S00129505,67,4,0,61,0,0,0,2,0
S00129506,143,4,1,134,1,1,2,0,0
S00129507,121,5,2,113,0,0,1,0,0
S00129508,63,3,0,58,0,0,0,0,2
S00129509,94,5,0,87,0,1,0,0,1
S00129510,113,8,0,100,0,0,1,0,4
S00129511,157,2,2,151,0,0,1,0,1
S00129512,143,7,0,134,0,0,1,0,1
S00129513,132,2,1,126,1,0,2,0,0
S00129514,133,8,2,116,1,0,2,0,4
S00129515,96,5,0,90,0,0,0,0,1
S00129516,82,5,0,75,0,0,0,0,2
S00129517,107,5,0,101,0,0,1,0,0
S00129518,125,8,2,115,0,0,0,0,0
S00129519,131,3,2,124,0,0,2,0,0
S00129520,80,0,0,79,1,0,0,0,0
S00129521,116,12,0,99,0,0,0,3,2
S00129522,81,5,0,76,0,0,0,0,0
S00129523,76,4,0,71,0,0,1,0,0
S00129524,155,11,0,141,0,2,0,0,1
S00129525,143,13,2,127,0,0,0,0,1
S00129526,112,2,0,110,0,0,0,0,0
S00129527,186,8,1,174,0,0,1,0,2
S00129528,122,2,0,119,0,0,0,0,1
S00129529,123,12,1,109,0,1,0,0,0
S00129530,132,4,0,126,0,0,1,0,1
S00129531,111,3,1,105,0,1,1,0,0
S00129532,172,9,0,155,0,0,1,0,7
S00129533,137,12,3,110,0,0,0,3,9
S00129534,152,5,0,144,0,0,3,0,0
S00129535,61,2,0,56,0,0,0,3,0
S00129536,162,2,0,154,0,0,0,1,5
S00129537,159,6,0,151,1,0,0,0,1
S00129538,127,4,0,119,0,0,2,1,1
S00129539,116,4,1,110,0,0,0,0,1
S00129540,116,4,0,112,0,0,0,0,0
S00129541,92,6,0,82,0,3,0,0,1
S00129542,94,7,0,83,0,0,0,2,2
S00129543,63,3,0,60,0,0,0,0,0
S00129544,83,2,0,79,0,1,0,0,1
S00129545,81,5,0,75,0,0,1,0,0
S00129546,113,6,1,104,0,2,0,0,0
S00129547,79,1,0,77,0,0,1,0,0
S00129548,94,2,0,89,1,1,0,0,1
S00129549,84,1,0,78,2,0,1,0,2
S00129550,59,5,0,54,0,0,0,0,0
S00129551,70,1,0,68,0,0,1,0,0
S00129552,62,3,0,59,0,0,0,0,0
S00129553,65,1,0,64,0,0,0,0,0
S00129554,75,3,0,66,3,0,1,1,1
S00129555,102,2,0,97,1,0,1,0,1
S00129556,125,7,0,113,0,0,1,2,2
S00129557,114,2,0,107,1,0,1,1,2
S00129558,193,17,0,158,2,0,1,0,15
S00129559,129,7,3,119,0,0,0,0,0
S00129560,78,10,1,64,0,0,1,2,0
S00129561,92,6,1,84,0,0,0,0,1
S00129562,93,3,2,86,0,0,2,0,0
S00129563,111,8,2,99,0,0,1,0,1
S00129564,85,2,0,74,0,1,0,8,0
S00129565,73,5,0,64,0,0,1,2,1
S00129566,103,4,1,95,0,0,0,0,3
S00129567,110,12,0,92,0,0,5,0,1
S00129568,88,4,3,79,0,0,0,2,0
S00129569,130,16,0,104,0,1,2,0,7
S00129570,71,3,0,64,0,0,4,0,0
S00129571,229,18,5,180,1,8,9,0,8
S00129572,122,3,1,117,0,0,0,0,1
S00129573,83,11,0,68,0,0,0,2,2
S00129574,94,6,0,86,1,0,0,0,1
S00129575,106,2,2,101,0,0,0,0,1
S00129576,97,3,0,89,0,1,1,1,2
S00129577,115,4,1,110,0,0,0,0,0
S00129578,96,5,3,84,0,0,2,2,0
S00129579,180,13,2,161,0,0,1,1,2
S00129580,135,7,0,125,0,0,1,0,2
S00129581,183,12,0,167,0,0,3,0,1
S00129582,102,0,1,100,0,0,0,0,1
S00129583,186,9,0,173,0,1,2,0,1
S00129584,148,11,0,136,0,0,1,0,0
S00129585,97,3,0,91,0,1,1,0,1
S00129586,162,8,0,152,0,0,1,0,1
S00129587,86,3,1,82,0,0,0,0,0
S00129588,134,3,2,127,0,0,0,0,2
S00129589,148,7,1,139,0,0,0,1,0
S00129590,119,6,1,109,0,0,0,1,2
S00129591,123,10,1,106,0,1,1,4,0
S00129592,67,4,0,62,0,0,1,0,0
S00129593,50,1,2,45,0,0,0,0,2
S00129594,138,3,1,129,0,0,4,0,1
S00129595,85,7,0,76,0,0,0,1,1
S00129596,92,2,5,85,0,0,0,0,0
S00129597,105,6,2,97,0,0,0,0,0
S00129598,90,0,0,89,1,0,0,0,0
S00129599,142,5,0,128,0,0,1,5,3
S00129600,82,2,0,76,0,0,2,2,0
S00129601,90,2,2,85,0,0,0,0,1
S00129602,76,6,0,70,0,0,0,0,0
S00129603,116,1,1,112,0,0,1,0,1
S00129604,147,6,0,138,0,0,3,0,0
S00129605,104,6,0,96,0,0,1,0,1
S00129606,114,7,0,104,0,1,0,1,1
S00129607,100,4,3,93,0,0,0,0,0
S00129608,263,15,3,226,1,0,6,7,5
S00129609,111,7,0,102,0,0,0,1,1
S00129610,82,4,0,78,0,0,0,0,0
S00129611,112,10,0,99,0,0,0,0,3
S00129612,86,1,1,80,0,0,2,1,1
S00129613,104,3,2,94,1,1,1,1,1
S00129614,118,8,1,100,1,0,3,0,5
S00129615,80,4,0,73,1,0,0,0,2
S00129616,151,10,1,137,0,0,0,0,3
S00129617,121,7,0,106,1,0,2,0,5
S00129618,103,5,0,96,0,0,0,1,1
S00129619,155,17,9,117,0,1,1,0,10
S00129620,73,3,0,66,0,0,1,0,3
S00129621,59,1,1,54,0,2,0,0,1
S00129622,150,16,1,129,2,0,1,0,1
S00129623,110,10,3,87,2,0,0,2,6
S00129624,188,9,2,171,2,0,1,0,3
S00129625,98,6,1,88,0,0,1,0,2
S00129626,110,12,0,97,0,0,0,1,0
S00129627,110,10,2,93,0,3,1,0,1
S00129628,102,4,5,91,0,0,0,0,2
S00129629,99,3,0,95,0,0,0,0,1
S00129630,113,8,0,97,0,1,3,0,4
S00129631,82,12,1,61,1,3,1,1,2
S00129632,160,3,0,154,0,0,2,0,1
S00129633,112,10,3,99,0,0,0,0,0
S00129634,79,2,1,68,0,2,0,0,6
S00129635,118,5,1,109,1,0,1,0,1
S00129636,88,2,1,76,1,0,1,0,7
S00129637,98,9,1,85,0,0,1,0,2
S00129638,157,13,4,135,1,0,0,0,4
S00129639,119,7,0,97,1,1,0,3,10
S00129640,78,6,1,64,1,0,2,0,4
S00129641,95,6,0,86,0,0,1,0,2
S00129642,126,18,1,103,0,1,0,1,2
S00129643,160,12,2,145,1,0,0,0,0
S00129644,72,3,0,62,0,3,0,0,4
S00129645,166,19,3,138,0,4,0,0,2
S00129646,159,15,6,132,4,0,0,0,2
S00129647,122,8,0,107,0,4,0,0,3
S00129648,169,10,2,146,1,0,0,0,10
S00129649,111,8,1,100,0,1,1,0,0
S00129650,89,11,1,74,0,0,1,0,2
S00129651,90,5,1,79,2,0,0,1,2
S00129652,90,4,0,80,0,0,0,0,6
S00129653,117,4,2,108,0,2,0,0,1
S00129654,121,13,1,100,0,1,4,0,2
S00129655,110,6,2,100,2,0,0,0,0
S00129656,126,9,1,106,0,1,4,0,5
S00129657,125,9,1,113,0,0,1,0,1
S00129658,102,6,0,87,0,0,0,0,9
S00129659,118,9,1,107,0,0,0,0,1
S00129660,105,7,1,95,0,0,0,0,2
S00129661,126,2,0,122,0,0,0,0,2
S00129662,137,8,1,125,1,0,0,0,2
S00129663,143,10,0,128,0,0,3,0,2
S00129664,124,3,0,120,0,0,0,0,1
S00129665,191,7,4,177,0,0,0,0,3
S00129666,72,5,0,67,0,0,0,0,0
S00129667,124,14,0,103,1,0,1,5,0
S00129668,89,4,1,75,0,0,0,6,3
S00129669,127,6,4,116,0,0,1,0,0
S00129670,99,9,1,83,1,0,0,0,5
S00129671,135,7,1,122,0,0,0,0,5
S00129672,117,12,0,102,0,0,1,0,2
S00129673,176,16,1,157,0,0,0,0,2
S00129674,165,8,3,147,1,0,2,0,4
S00129675,101,2,1,92,1,0,1,0,4
S00129676,112,6,3,102,0,0,0,0,1
S00129677,90,10,0,79,0,0,0,0,1
S00129678,67,6,1,59,0,0,0,0,1
S00129679,113,8,1,96,5,0,1,1,1
S00129680,122,4,1,113,0,0,0,0,4
S00129681,110,5,1,98,1,0,2,2,1
S00129682,165,12,4,147,0,0,2,0,0
S00129683,128,2,0,126,0,0,0,0,0
S00129684,121,8,2,109,0,0,0,0,2
S00129685,83,4,1,72,0,0,0,5,1
S00129686,109,3,0,101,0,0,2,0,3
S00129687,99,5,0,92,0,0,1,0,1
S00129688,105,6,0,97,0,0,1,0,1
S00129689,165,8,3,147,0,0,2,0,5
S00129690,191,15,2,165,0,0,3,0,6
S00129691,90,11,0,73,0,0,2,4,0
S00129692,57,3,0,53,0,0,1,0,0
S00129693,124,9,3,110,0,0,1,0,1
S00129694,93,5,0,86,0,0,0,0,2
S00129695,106,6,1,97,1,1,0,0,0
S00129696,62,2,1,55,1,0,0,1,2
S00129697,65,5,0,59,0,0,1,0,0
S00129698,138,1,2,133,1,0,1,0,0
S00129699,130,8,1,119,0,0,0,0,2
S00129700,85,5,0,72,0,0,0,0,8
S00129701,89,4,2,82,0,1,0,0,0
S00129702,79,6,0,72,0,0,1,0,0
S00129703,123,10,0,108,1,1,2,0,1
S00129704,91,3,1,86,0,0,1,0,0
S00129705,97,4,0,93,0,0,0,0,0
S00129706,108,14,0,88,1,0,1,0,4
S00129707,65,8,0,56,0,0,1,0,0
S00129708,133,6,0,124,0,0,1,0,2
S00129709,192,13,1,175,0,0,1,0,2
S00129710,105,5,0,94,0,2,2,0,2
S00129711,101,3,1,96,0,0,0,0,1
S00129712,186,11,0,173,0,0,1,1,0
S00129713,110,9,1,100,0,0,0,0,0
S00129714,207,22,1,178,0,0,1,0,5
S00129715,85,12,0,73,0,0,0,0,0
S00129716,67,12,1,52,0,0,1,0,1
S00129717,82,3,1,76,0,0,0,1,1
S00129718,116,10,1,103,0,0,1,0,1
S00129719,117,3,0,113,0,0,0,0,1
S00129720,109,8,2,97,1,0,1,0,0
S00129721,139,17,6,113,0,0,1,0,2
S00129722,177,10,0,167,0,0,0,0,0
S00129723,143,6,1,136,0,0,0,0,0
S00129724,163,7,1,152,0,0,2,0,1
S00129725,157,15,4,131,2,0,1,0,4
S00129726,158,15,0,140,0,0,1,0,2
S00129727,136,5,0,127,0,0,0,1,3
S00129728,113,5,0,107,0,0,0,0,1
S00129729,175,8,2,162,0,0,2,0,1
S00129730,139,5,0,133,0,0,0,0,1
S00129731,107,3,1,102,0,0,0,0,1
S00129732,145,1,0,137,0,1,0,3,3
S00129733,77,2,0,74,1,0,0,0,0
S00129734,146,6,0,138,0,0,1,0,1
S00129735,89,2,1,86,0,0,0,0,0
S00129736,66,2,0,62,0,0,0,2,0
S00129737,77,3,0,74,0,0,0,0,0
S00129738,127,8,1,117,0,0,1,0,0
S00129739,104,3,3,97,1,0,0,0,0
S00129740,70,0,0,69,0,0,0,0,1
S00129741,142,2,0,139,0,1,0,0,0
S00129742,126,11,0,114,0,0,1,0,0
S00129743,151,4,0,147,0,0,0,0,0
S00129744,103,6,2,93,0,0,0,0,2
S00129745,96,7,1,85,0,0,3,0,0
S00129746,112,6,0,104,0,1,0,0,1
S00129747,125,0,0,124,0,0,1,0,0
S00129748,101,5,1,92,0,1,2,0,0
S00129749,79,12,0,61,1,0,0,0,5
S00129750,83,0,1,82,0,0,0,0,0
S00129751,99,4,0,93,0,1,0,0,1
S00129752,104,4,1,96,1,1,0,0,1
S00129753,123,12,1,105,1,1,1,0,2
S00129754,147,19,1,119,0,0,0,0,8
S00129755,164,18,4,136,0,2,0,0,4
S00129756,164,16,1,135,0,0,2,0,10
S00129757,167,10,1,151,1,0,2,0,2
S00129758,145,7,2,134,0,0,0,0,2
S00129759,158,21,2,129,0,4,1,0,1
S00129760,87,9,1,74,0,0,2,0,1
S00129761,103,9,3,87,1,0,2,0,1
S00129762,150,13,1,126,0,0,4,2,4
S00129763,109,6,0,101,0,2,0,0,0
S00129764,113,3,1,108,0,0,0,0,1
S00129765,78,6,0,66,1,1,2,0,2
S00129766,125,16,0,103,1,0,5,0,0
S00129767,123,13,1,100,1,0,0,6,2
S00129768,130,15,0,107,0,0,2,3,3
S00129769,152,15,2,130,2,0,2,0,1
S00129770,119,6,3,106,0,0,1,0,3
S00129771,123,13,2,104,0,0,3,0,1
S00129772,102,6,0,92,0,1,1,0,2
S00129773,64,5,2,53,0,1,2,0,1
S00129774,53,3,2,46,1,0,0,0,1
S00129775,92,14,1,71,0,2,0,0,4
S00129776,59,8,0,41,0,0,0,6,4
S00129777,55,3,0,51,0,0,1,0,0
S00129778,61,2,0,54,0,0,0,0,5
S00129779,64,6,3,50,0,0,5,0,0
S00129780,106,13,0,82,0,2,2,0,7
S00129781,105,9,2,90,0,0,0,0,4
S00129782,59,6,1,49,1,0,1,0,1
S00129783,135,5,2,122,2,3,1,0,0
S00129784,82,7,0,73,0,0,0,0,2
S00129785,118,9,2,98,2,0,0,0,7
S00129786,183,22,6,151,1,1,0,0,2
S00129787,89,14,1,73,0,0,0,0,1
S00129788,134,6,2,122,1,0,2,0,1
S00129789,81,5,0,71,0,1,1,0,3
S00129790,110,16,2,89,1,1,0,0,1
S00129791,126,9,1,109,0,3,0,1,3
S00129792,112,7,1,99,1,0,1,0,3
S00129793,113,6,2,100,1,0,1,0,3
S00129794,57,6,0,51,0,0,0,0,0
S00129795,112,8,3,97,0,0,3,0,1
S00129796,138,8,2,125,0,2,1,0,0
S00129797,128,5,2,118,0,0,1,1,1
S00129798,73,5,0,66,0,0,0,2,0
S00129799,143,2,0,139,2,0,0,0,0
S00129800,160,13,2,140,0,1,1,0,3
S00129801,68,5,1,57,0,1,0,0,4
S00129802,127,6,0,116,0,0,3,2,0
S00129803,123,16,0,101,0,0,2,1,3
S00129804,146,12,0,122,1,2,4,0,5
S00129805,139,10,2,123,0,1,1,0,2
S00129806,148,8,1,126,0,0,7,2,4
S00129807,84,7,1,70,0,1,1,4,0
S00129808,169,8,0,150,0,0,1,3,7
S00129809,127,15,2,106,1,1,0,1,1
S00129810,118,11,0,105,0,0,0,2,0
S00129811,108,6,0,99,1,1,0,0,1
S00129812,176,30,1,140,0,0,2,0,3
S00129813,85,10,0,74,0,0,0,0,1
S00129814,114,16,1,94,1,1,1,0,0
S00129815,147,11,0,133,0,2,0,0,1
S00129816,137,12,2,118,1,0,2,0,2
S00129817,133,5,4,116,0,2,1,5,0
S00129818,128,7,3,115,0,0,1,2,0
S00129819,152,12,4,132,1,0,0,0,3
S00129820,128,16,0,109,0,0,0,1,2
S00129821,113,11,1,99,0,0,1,1,0
S00129822,148,13,0,130,1,0,0,0,4
S00129823,95,4,3,85,1,0,2,0,0
S00129824,166,35,1,123,1,0,2,0,4
S00129825,148,25,3,112,1,0,2,0,5
S00129826,121,12,2,103,0,0,0,0,4
S00129827,130,11,1,112,1,0,2,0,3
S00129828,65,8,1,52,0,0,1,0,3
S00129829,59,4,0,55,0,0,0,0,0
S00129830,118,11,0,101,0,1,2,0,3
S00129831,138,5,2,127,0,0,0,0,4
S00129832,123,9,2,104,0,2,5,0,1
S00129833,126,10,0,111,0,0,0,0,5
S00129834,136,3,0,126,0,1,1,1,4
S00129835,116,6,3,102,0,0,3,1,1
S00129836,149,14,6,127,0,0,0,0,2
S00129837,114,9,0,105,0,0,0,0,0
S00129838,102,2,2,96,0,0,0,0,2
S00129839,84,8,0,71,0,2,2,0,1
S00129840,111,4,1,102,0,1,1,0,2
S00129841,117,10,0,104,1,0,0,0,2
S00129842,147,19,2,122,0,0,2,1,1
S00129843,174,12,0,161,1,0,0,0,0
S00129844,157,8,1,145,1,1,0,0,1
S00129845,135,3,1,127,2,1,1,0,0
S00129846,114,18,0,92,0,0,1,0,3
S00129847,114,2,1,105,0,0,1,0,5
S00129848,75,5,0,68,0,1,0,0,1
S00129849,149,4,0,142,0,0,0,0,3
S00129850,172,9,0,160,1,0,0,0,2
S00129851,123,5,1,115,0,0,1,0,1
S00129852,115,7,4,99,0,0,1,0,4
S00129853,141,4,0,132,0,1,3,0,1
S00129854,134,9,1,116,0,1,3,0,4
S00129855,157,10,0,142,0,0,0,2,3
S00129856,134,14,3,115,0,0,1,0,1
S00129857,92,16,1,70,1,1,0,0,3
S00129858,142,29,1,106,1,0,1,0,4
S00129859,63,3,0,57,0,0,1,0,2
S00129860,128,14,0,113,0,0,0,0,1
S00129861,77,7,0,69,0,0,0,0,1
S00129862,67,7,2,58,0,0,0,0,0
S00129863,73,14,0,56,0,0,2,0,1
S00129864,106,13,6,85,1,0,0,0,1
S00129865,94,3,0,91,0,0,0,0,0
S00129866,110,7,2,99,0,0,0,0,2
S00129867,178,21,3,146,0,1,3,1,3
S00129868,84,8,1,72,0,1,0,1,1
S00129869,51,3,0,45,1,0,0,0,2
S00129870,139,21,2,104,6,0,2,1,3
S00129871,137,26,4,103,0,0,1,1,2
S00129872,104,31,3,61,0,0,1,5,3
S00129873,118,7,0,109,0,0,1,0,1
S00129874,89,8,0,79,1,0,0,1,0
S00129875,78,8,0,64,0,0,1,0,5
S00129876,69,5,0,50,0,0,1,5,8
S00129877,199,7,4,181,1,2,1,0,3
S00129878,98,9,0,83,1,0,0,0,5
S00129879,93,12,2,71,0,1,1,0,6
S00129880,68,10,0,50,0,1,2,4,1
S00129881,108,2,4,97,0,2,1,0,2
S00129882,126,7,5,112,0,0,2,0,0
S00129883,78,12,1,61,0,0,1,1,2
S00129884,64,6,0,57,0,1,0,0,0
S00129885,84,10,1,68,0,0,0,1,4
S00129886,131,17,1,112,0,0,0,0,1
S00129887,89,13,1,70,1,0,3,0,1
S00129888,59,9,2,46,0,0,1,0,1
S00129889,95,10,2,80,1,0,0,1,1
S00129890,99,3,0,95,0,0,0,0,1
S00129891,75,4,2,69,0,0,0,0,0
S00129892,164,16,2,139,1,0,1,0,5
S00129893,178,29,1,130,1,0,1,11,5
S00129894,136,10,5,110,0,0,1,0,10
S00129895,67,2,0,65,0,0,0,0,0
S00129896,77,6,2,63,0,1,1,3,1
S00129897,70,10,0,53,2,2,1,0,2
S00129898,156,8,3,133,0,1,0,7,4
S00129899,102,15,2,79,0,0,0,4,2
S00129900,66,2,0,62,1,0,1,0,0
S00129901,132,7,1,121,0,1,0,1,1
S00129902,109,8,0,96,1,1,0,0,3
S00129903,86,11,2,73,0,0,0,0,0
S00129904,57,5,4,44,1,0,0,1,2
S00129905,124,12,0,109,1,0,1,1,0
S00129906,87,7,0,79,0,0,1,0,0
S00129907,54,8,0,45,0,0,0,0,1
S00129908,57,6,1,49,1,0,0,0,0
S00129909,113,3,0,107,0,0,1,0,2
S00129910,77,5,1,70,0,0,0,0,1
S00129911,66,13,0,51,0,0,0,0,2
S00129912,87,8,1,76,0,0,2,0,0
S00129913,80,3,0,76,0,0,1,0,0
S00129914,122,2,0,117,0,1,1,1,0
S00129915,82,3,1,78,0,0,0,0,0
S00129916,94,2,0,90,0,0,1,1,0
S00129917,137,7,1,128,0,0,0,0,1
S00129918,100,4,6,88,0,0,2,0,0
S00129919,108,8,0,93,0,1,3,2,1
S00129920,58,4,1,50,0,1,1,1,0
S00129921,123,20,1,97,0,2,0,2,1
S00129922,103,23,1,73,1,0,0,0,5
S00129923,102,10,1,85,0,0,0,1,5
S00129924,93,3,0,89,0,0,1,0,0
S00129925,50,3,1,45,0,0,0,0,1
S00129926,129,5,0,118,0,0,0,6,0
S00129927,58,5,2,50,1,0,0,0,0
S00129928,134,8,2,123,0,0,0,0,1
S00129929,111,8,5,95,1,2,0,0,0
S00129930,121,12,0,105,0,0,3,1,0
S00129931,199,21,2,168,3,1,0,0,4
S00129932,97,10,5,82,0,0,0,0,0
S00129933,61,7,3,49,0,0,0,0,2
S00129934,57,7,0,48,0,0,1,0,1
S00129935,163,14,2,147,0,0,0,0,0
S00129936,99,2,0,91,0,0,1,3,2
S00129937,68,8,0,58,0,0,1,0,1
S00129938,123,11,1,106,0,0,0,4,1
S00129939,67,5,0,62,0,0,0,0,0
S00129940,105,21,2,71,0,5,3,0,3
S00129941,84,8,1,69,0,0,0,0,6
S00129942,66,3,0,61,0,1,0,0,1
S00129943,70,4,1,64,1,0,0,0,0
S00129944,135,6,0,123,0,1,1,0,4
S00129945,61,5,1,55,0,0,0,0,0
S00129946,59,4,0,55,0,0,0,0,0
S00129947,123,8,1,111,0,1,0,0,2
S00129948,86,10,1,73,1,0,0,0,1
S00129949,95,11,2,79,0,1,0,0,2
S00129950,70,3,0,59,1,0,3,0,4
S00129951,155,4,0,145,0,1,0,0,5
S00129952,138,29,2,101,1,1,2,0,2
S00129953,139,17,2,114,1,0,0,0,5
S00129954,131,9,1,120,1,0,0,0,0
S00129955,138,11,3,121,1,1,0,0,1
S00129956,58,2,1,52,0,0,0,0,3
S00129957,119,12,0,105,0,0,0,0,2
S00129958,152,13,6,115,0,2,5,2,9
S00129959,92,20,0,65,1,0,3,3,0
S00129960,210,21,4,171,0,2,1,0,11
S00129961,132,10,0,109,0,0,1,3,9
S00129962,106,13,3,82,0,1,1,2,4
S00129963,172,19,2,145,1,1,0,0,4
S00129964,110,12,10,86,0,1,1,0,0
S00129965,135,10,0,118,1,1,1,0,4
S00129966,70,7,2,59,0,0,2,0,0
S00129967,72,8,2,62,0,0,0,0,0
S00129968,124,11,0,112,0,0,0,0,1
S00129969,194,27,6,149,2,1,3,2,4
S00129970,104,22,7,72,0,0,3,0,0
S00129971,136,29,2,97,1,0,2,5,0
S00129972,138,19,6,112,0,0,1,0,0
S00129973,61,9,1,48,0,0,3,0,0
S00129974,148,35,0,108,0,2,0,2,1
S00129975,70,10,1,58,0,0,0,0,1
S00129976,139,12,0,123,0,1,0,0,3
S00129977,60,0,0,58,0,2,0,0,0
S00129978,96,8,0,87,0,0,0,0,1
S00129979,98,4,0,84,0,1,0,4,5
S00129980,81,3,1,77,0,0,0,0,0
S00129981,96,1,0,93,0,0,0,0,2
S00129982,179,14,0,162,0,0,1,0,2
S00129983,172,5,3,163,0,0,0,0,1
S00129984,66,4,0,62,0,0,0,0,0
S00129985,84,2,1,79,0,0,1,0,1
S00129986,127,15,2,101,0,0,1,6,2
S00129987,67,7,0,52,0,0,1,6,1
S00129988,78,13,0,57,0,0,1,2,5
S00129989,72,16,1,46,1,1,3,3,1
S00129990,68,9,1,52,2,0,1,0,3
S00129991,67,7,0,53,1,0,0,2,4
S00129992,90,3,1,83,0,0,1,0,2
S00129993,73,8,1,52,0,2,0,6,4
S00129994,58,2,4,48,0,2,0,2,0
S00129995,111,14,0,89,0,3,0,0,5
S00129996,60,6,1,31,0,0,4,0,18
S00129997,52,6,1,43,0,2,0,0,0
S00129998,196,26,0,158,2,2,4,1,3
S00129999,91,8,0,77,1,1,1,0,3
S00130000,76,4,0,68,2,0,0,0,2
S00130001,87,1,0,82,1,0,1,0,2
S00130002,69,4,1,64,0,0,0,0,0
S00130003,93,7,1,84,0,0,1,0,0
S00130004,142,9,1,128,0,0,0,0,4
S00130005,229,21,2,186,1,2,3,1,13
S00130006,76,5,1,67,0,0,0,3,0
S00130007,126,11,1,96,2,0,0,0,16
S00130008,122,9,1,107,0,0,0,2,3
S00130009,183,18,2,153,1,0,5,0,4
S00130010,106,11,0,93,0,0,0,0,2
S00130011,142,8,2,127,0,0,0,0,5
S00130012,135,6,0,123,0,0,1,3,2
S00130013,96,4,0,90,0,0,1,0,1
S00130014,81,0,0,79,0,1,1,0,0
S00130015,116,4,0,108,0,0,2,1,1
S00130016,63,1,1,60,0,0,0,1,0
S00130017,158,20,1,123,1,2,2,0,9
S00130018,59,5,4,46,0,0,2,0,2
S00130019,175,16,2,145,0,0,3,0,9
S00130020,133,11,2,110,1,1,0,0,8
S00130021,104,14,1,86,0,1,0,0,2
S00130022,185,23,0,159,0,1,0,1,1
S00130023,86,10,0,75,0,0,1,0,0
S00130024,119,14,4,92,2,0,1,0,6
S00130025,137,11,0,121,0,0,2,1,2
S00130026,75,11,2,61,0,0,0,0,1
S00130027,114,10,1,100,1,0,0,0,2
S00130028,112,15,2,90,1,0,0,0,4
S00130029,73,7,1,62,0,0,0,0,3
S00130030,86,7,2,71,0,0,1,0,5
S00130031,74,6,0,57,0,0,3,4,4
S00130032,76,2,0,69,0,0,0,1,4
S00130033,91,5,0,84,1,0,0,1,0
S00130034,214,6,1,193,0,0,2,6,6
S00130035,80,6,2,72,0,0,0,0,0
S00130036,94,2,3,81,0,1,0,5,2
S00130037,77,5,0,72,0,0,0,0,0
S00130038,90,0,0,90,0,0,0,0,0
S00130039,154,12,0,129,0,1,2,7,3
S00130040,95,7,0,82,0,1,0,3,2
S00130041,129,6,2,121,0,0,0,0,0
S00130042,110,6,2,95,2,0,4,0,1
S00130043,62,4,0,57,1,0,0,0,0
S00130044,119,7,0,112,0,0,0,0,0
S00130045,68,4,0,63,0,0,1,0,0
S00130046,62,3,0,58,0,1,0,0,0
S00130047,128,8,2,113,0,1,0,0,4
